Lines:
1,436,167,437,167,2
1,437,167,438,167,2
1,438,167,439,167,2
1,439,167,440,167,2
1,440,167,441,167,2
1,441,167,442,167,2
1,442,167,443,167,2
1,443,167,444,167,2
1,444,167,444,168,2
1,444,168,445,168,2
1,445,168,446,168,2
1,446,168,447,168,2
1,447,168,448,168,2
1,448,168,449,168,2
1,449,168,450,168,2
1,450,168,451,168,2
1,451,168,452,168,2
1,452,168,453,168,2
1,453,168,453,169,2
1,453,169,454,169,2
1,454,169,455,169,2
1,455,169,456,169,2
1,456,169,457,169,2
1,457,169,458,169,2
1,458,169,459,169,2
1,459,169,460,169,2
1,460,169,461,169,2
1,461,169,462,169,2
1,462,169,463,169,2
1,463,169,464,169,2
1,464,169,465,169,2
1,465,169,466,169,2
1,466,169,467,169,2
1,467,169,468,169,2
1,468,169,469,169,2
1,469,169,470,169,2
1,470,169,471,169,2
1,471,169,472,169,2
1,472,169,473,169,2
1,473,169,474,169,2
1,474,169,475,169,2
1,475,169,476,169,2
1,476,169,477,169,2
1,477,169,478,169,2
1,478,169,479,169,2
1,479,169,480,169,2
----
1,444,169,443,169,2
1,443,169,443,170,2
1,443,170,442,170,2
1,442,170,442,171,2
1,442,171,442,172,2
1,442,172,442,173,2
1,442,173,442,174,2
1,442,174,442,175,2
1,442,175,442,176,2
1,442,176,442,177,2
1,442,177,442,178,2
1,442,178,442,179,2
1,442,179,442,180,2
1,442,180,442,181,2
1,442,181,442,182,2
1,442,182,442,183,2
1,442,183,442,184,2
1,442,184,442,185,2
1,442,185,442,186,2
1,442,186,442,187,2
1,442,187,442,188,2
1,442,188,442,189,2
1,442,189,442,190,2
1,442,190,442,191,2
1,442,191,442,192,2
1,442,192,442,193,2
1,442,193,442,194,2
1,442,194,442,195,2
1,442,195,442,196,2
1,442,196,442,197,2
1,442,197,442,198,2
1,442,198,442,199,2
1,442,199,442,200,2
1,442,200,442,201,2
1,442,201,442,202,2
1,442,202,442,203,2
1,442,203,442,204,2
1,442,204,442,205,2
1,442,205,442,206,2
1,442,206,442,207,2
1,442,207,442,208,2
1,442,208,442,209,2
1,442,209,442,210,2
1,442,210,442,211,2
1,442,211,442,212,2
1,442,212,442,213,2
1,442,213,442,214,2
1,442,214,442,215,2
1,442,215,442,216,2
1,442,216,442,217,2
1,442,217,442,218,2
1,442,218,442,219,2
1,442,219,442,220,2
1,442,220,442,221,2
1,442,221,442,222,2
1,442,222,442,223,2
1,442,223,442,224,2
1,442,224,442,225,2
1,442,225,442,226,2
1,442,226,442,227,2
1,442,227,442,228,2
1,442,228,442,229,2
1,442,229,442,230,2
1,442,230,442,231,2
1,442,231,442,232,2
1,442,232,442,233,2
1,442,233,442,234,2
1,442,234,442,235,2
1,442,235,442,236,2
1,442,236,442,237,2
1,442,237,442,238,2
1,442,238,442,239,2
1,442,239,442,240,2
1,442,240,442,241,2
1,442,241,442,242,2
1,442,242,442,243,2
1,442,243,442,244,2
1,442,244,442,245,2
1,442,245,441,245,2
1,441,245,441,246,2
1,441,246,441,247,2
1,441,247,441,248,2
1,441,248,441,249,2
1,441,249,441,250,2
1,441,250,441,251,2
1,441,251,441,252,2
1,441,252,441,253,2
1,441,253,441,254,2
1,441,254,442,255,2
1,442,255,442,256,2
1,442,256,442,257,2
1,442,257,442,259,2
1,442,259,442,260,2
1,442,260,442,262,2
1,442,262,442,263,2
1,442,263,442,264,2
1,442,264,442,265,2
1,442,265,442,266,2
1,442,266,442,267,2
1,442,267,442,269,2
1,442,269,442,270,2
1,442,270,442,271,2
1,442,271,442,272,2
1,442,272,442,273,2
1,442,273,442,274,2
1,442,274,442,275,2
1,442,275,442,276,2
1,442,276,442,277,2
1,442,277,442,279,2
1,442,279,442,280,2
1,442,280,442,281,2
1,442,281,442,282,2
1,442,282,442,283,2
1,442,283,442,284,2
1,442,284,442,285,2
1,442,285,442,286,2
1,442,286,442,287,2
1,442,287,442,288,2
1,442,288,442,289,2
1,442,289,442,290,2
1,442,290,442,291,2
1,442,291,442,292,2
1,442,292,442,293,2
1,442,293,442,294,2
1,442,294,442,295,2
1,442,295,442,296,2
1,442,296,442,297,2
1,442,297,442,298,2
1,442,298,442,299,2
1,442,299,442,300,2
1,442,300,442,301,2
1,442,301,442,302,2
1,442,302,442,303,2
1,442,303,442,304,2
1,442,304,442,305,2
1,442,305,442,306,2
1,442,306,442,307,2
1,442,307,442,308,2
1,442,308,441,309,2
1,441,309,441,310,2
1,441,310,441,311,2
1,441,311,441,312,2
1,441,312,441,313,2
1,441,313,441,314,2
1,441,314,441,315,2
1,441,315,441,316,2
1,441,316,441,317,2
1,441,317,441,318,2
1,441,318,441,319,2
1,441,319,441,320,2
1,441,320,441,321,2
1,441,321,441,322,2
1,441,322,441,323,2
1,441,323,441,325,2
1,441,325,440,326,2
1,440,326,440,327,2
1,440,327,440,328,2
1,440,328,440,329,2
1,440,329,440,330,2
1,440,330,440,331,2
1,440,331,440,332,2
1,440,332,440,333,2
1,440,333,440,334,2
1,440,334,440,335,2
1,440,335,440,336,2
1,440,336,440,338,2
1,440,338,440,339,2
1,440,339,440,340,2
1,440,340,440,341,2
1,440,341,440,342,2
1,440,342,439,343,2
1,439,343,439,344,2
1,439,344,439,345,2
1,439,345,439,346,2
1,439,346,439,347,2
1,439,347,439,348,2
1,439,348,439,350,2
1,439,350,439,351,2
1,439,351,439,352,2
1,439,352,439,354,2
1,439,354,439,355,2
1,439,355,439,356,2
1,439,356,439,357,2
1,439,357,439,358,2
1,439,358,439,359,2
1,439,359,439,360,2
1,439,360,439,361,2
1,439,361,439,362,2
1,439,362,439,363,2
1,439,363,439,364,2
1,439,364,439,365,2
1,439,365,439,366,2
1,439,366,439,367,2
1,439,367,439,368,2
1,439,368,439,369,2
1,439,369,439,370,2
1,439,370,439,371,2
1,439,371,439,372,2
1,439,372,439,373,2
1,439,373,439,374,2
1,439,374,439,375,2
1,439,375,439,376,2
1,439,376,439,377,2
1,439,377,439,378,2
1,439,378,439,379,2
1,439,379,439,380,2
1,439,380,438,381,2
1,438,381,438,382,2
1,438,382,438,383,2
1,438,383,438,384,2
1,438,384,438,385,2
1,438,385,438,386,2
1,438,386,438,387,2
1,438,387,438,388,2
1,438,388,438,389,2
1,438,389,437,390,2
1,437,390,437,391,2
1,437,391,437,392,2
1,437,392,437,393,2
1,437,393,437,394,2
1,437,394,437,395,2
1,437,395,437,396,2
1,437,396,437,397,2
1,437,397,437,398,2
1,437,398,437,399,2
